name,cik,ticker,founding_date,s1_filing_date,status,primary_disease_area,disease_areas,modality_category,modality_subtype,modality_details,targets,lead_stage,pipeline_summary,extraction_source,acquirer,cagr_pct,city,current_price,exchange,exit_date,exit_details,exit_type,market_cap,price_days_trading,price_first_date,price_first_price,price_last_date,price_last_price,price_max_date,price_max_price,price_max_return_pct,price_min_price,price_total_return_pct,sic_code,state
"ADAPTIN BIO, INC.",0001938571,,2022-03-01,2025-05-16,unknown,oncology,"oncology,cns,immunology,cardiovascular",biologic,bispecific,"bispecific,cell_therapy,gene_therapy","EGFRVIII,EGFR",phase_1,"Develops bispecific T-cell engager technology to enhance delivery of therapeutics across the blood-brain barrier, with lead candidate APTN-101 targeting EGFRVIII-positive brain tumors including glioblastoma.",s1_filing,,,CHARLOTTE,,,,,unknown,,,,,,,,,,,,2836,NC
Adaptive Biotechnologies Corp,0001478320,ADPT,2006-01-01,2019-05-30,trading,oncology,"oncology,immunology,infectious_disease,hematology",other,cell_therapy,"cell_therapy,diagnostics",,approved,"Develops immune system-based diagnostics and cellular therapies by decoding adaptive immune receptors, with FDA-approved blood cancer monitoring and early disease detection platforms.",s1_filing,,-11.9,SEATTLE,17.44,NMS,,,,2662480896,2414,2019-06-27,40.3,2026-02-04,17.44,2021-01-22,67.74,68.1,2.34,-56.7,2836,WA
"ADMA BIOLOGICS, INC.",0001368514,ADMA,2007-07-09,2012-03-29,trading,immunology,"immunology,infectious_disease,rare_disease",biologic,protein,"protein,immunoglobulin","HBsAg,RSV,IgG",approved,"Develops and commercializes plasma-derived immunoglobulin products for treating immune deficiencies and preventing infectious diseases, including approved products Nabi-HB and Bivigam, and lead candidate RI-002 for primary immunodeficiency disorders.",s1_filing,,5.7,RAMSEY,17.0,NGM,,,,4056722176,4493,2013-10-17,8.55,2026-02-04,17.0,2025-04-28,24.51,186.7,1.09,98.8,2836,NJ
"Advanced Life Sciences Holdings, Inc.",0001322734,,2004-01-01,2005-04-28,ipo_withdrawn,infectious_disease,"infectious_disease,oncology,respiratory",small_molecule,small_molecule,small_molecule,,phase_3,Develops small molecule drugs including cethromycin antibiotic for respiratory tract infections and compounds for oncology and respiratory diseases.,s1_filing,,,,,,2009-06-19,,ipo_withdrawn,,,,,,,,,,,,2836,
"Adverum Biotechnologies, Inc.",0001501756,ADVM,2006-01-01,2014-06-30,delisted,ophthalmology,"ophthalmology,rare_disease",other,gene_therapy,gene_therapy,"VEGF,RS1",phase_2,Develops gene therapies for ophthalmic diseases including wet AMD and rare genetic eye disorders using their Ocular BioFactory platform.,s1_filing,,-30.7,REDWOOD CITY,,,,,unknown,,4149,2014-07-31,279.9,2025-12-09,4.36,2015-01-07,600.8,114.6,2.05,-98.4,2836,CA
AERIE PHARMACEUTICALS INC,0001337553,,2013-01-01,2013-09-17,acquired,ophthalmology,ophthalmology,,,,,unknown,Develops first-in-class therapies for the treatment of patients with glaucoma and other diseases of the eye,s1_filing,"Alcon Research, LLC, with and into Aerie Pharmaceuticals, Inc.",,DURHAM,,,2022-10-07,,acquired,,,,,,,,,,,,2836,NC
"Aevi Genomic Medicine, LLC",0001138776,,2000-03-01,2010-11-05,acquired,renal,"renal,infectious_disease,hematology,cns,metabolic,rare_disease",other,gene_therapy,"gene_therapy,protein","EPO,IFN-α,Factor VIII",phase_1,"Develops Biopump Platform Technology that converts patient dermal tissue into protein-producing implants for sustained delivery of therapeutic proteins including EPO for anemia, interferon-alpha for hepatitis C, and Factor VIII for hemophilia.",s1_filing,,,WAYNE,,,2019-12-31,,acquired,,,,,,,,,,,,2836,PA
Affinia Therapeutics Inc.,0001792694,,2019-02-01,2022-01-04,ipo_withdrawn,rare_disease,"cns,rare_disease,oncology,respiratory",other,gene_therapy,gene_therapy,"ARSA,HER2",preclinical,Develops rationally designed gene therapies using proprietary capsids and promoters for rare diseases and prevalent conditions including metachromatic leukodystrophy and HER2+ breast cancer brain metastases.,s1_filing,,,WALTHAM,,,2022-12-02,,ipo_withdrawn,,,,,,,,,,,,2836,MA
Agentix Corp.,0001603345,AGTX,2013-04-18,2014-04-01,trading,metabolic,"metabolic,cns,respiratory,cardiovascular,dermatology,renal",other,cannabinoid,"cannabinoid,nanotechnology",endocannabinoid system,preclinical,"Develops synthetic and natural cannabinoid therapeutics using proprietary nanotechnology to target the endocannabinoid system for metabolic diseases, neuropathy, and other conditions.",s1_filing,,-41.0,DANA POINT,0.045,PNK,,,,1803012,3819,2015-08-21,12.5,2026-02-03,0.05,2016-12-21,30.5,144.0,0.02,-99.6,2836,CA
ALDAGEN INC,0001128188,,2000-03-01,2008-05-09,ipo_withdrawn,rare_disease,"rare_disease,cardiovascular,hematology,cns",other,cell_therapy,cell_therapy,ALDH,phase_3,"Develops proprietary regenerative cell therapies using ALDH-bright adult stem cells to treat inherited metabolic diseases, critical limb ischemia, and ischemic heart failure.",s1_filing,,,DURHAM,,,2011-04-05,,ipo_withdrawn,,,,,,,,,,,,2836,NC
"Alector, Inc.",0001653087,ALEC,2013-05-01,2019-01-07,trading,cns,"cns,rare_disease",biologic,antibody,antibody,"PGRN,TREM2,SIGLEC3",phase_2,"Develops antibody therapies targeting immune dysfunction in the brain to treat neurodegenerative diseases including frontotemporal dementia, Alzheimer's disease, and Parkinson's disease.",s1_filing,,-27.5,SOUTH SAN FRANCISCO,1.915,NMS,,,,209025072,2554,2019-02-07,18.08,2026-02-04,1.91,2021-07-07,39.49,118.4,0.9,-89.4,2836,CA
"Aligos Therapeutics, Inc.",0001799448,ALGS,2014-01-01,2020-09-25,trading,infectious_disease,"infectious_disease,gastroenterology,metabolic",both,rna,"rna,small_molecule","HBV S-antigen,HBV capsid,THR-β,SARS-CoV-2",phase_1,Develops oligonucleotide and small molecule combination therapies primarily targeting Hepatitis B virus with additional programs in NASH and pan-coronavirus diseases.,s1_filing,,-52.7,SOUTH SAN FRANCISCO,6.99,NCM,,,,43013536,1937,2020-10-16,371.25,2026-02-04,6.99,2021-01-20,873.5,135.3,3.99,-98.1,2836,CA
"Allena Pharmaceuticals, Inc.",0001624658,,2014-12-01,2017-10-06,unknown,metabolic,"metabolic,renal,rare_disease",biologic,protein,protein,,unknown,Develops oral enzyme therapeutics to treat rare metabolic and kidney disorders by degrading toxic metabolites in the gastrointestinal tract.,s1_filing,,,SUDBURY,,,,,unknown,,,,,,,,,,,,2836,MA
"Allogene Therapeutics, Inc.",0001737287,ALLO,2017-11-01,2018-09-14,trading,oncology,"oncology,hematology",other,car_t,car_t,CD19,phase_2,Develops off-the-shelf allogeneic CAR-T cell therapies targeting CD19 for hematological malignancies and solid tumors.,s1_filing,,-30.1,SOUTH SAN FRANCISCO,1.8101,NMS,,,,406784032,2673,2018-10-11,25.0,2026-02-04,1.81,2020-05-22,54.04,116.2,0.95,-92.8,2836,CA
"Alopexx, Inc.",0001880995,,2021-05-01,2022-03-07,unknown,infectious_disease,"infectious_disease,cns",biologic,vaccine,"vaccine,antibody",PNAG,phase_2,"Develops immune therapeutics including a synthetic vaccine and monoclonal antibody targeting PNAG for broad-spectrum prevention and treatment of bacterial, fungal, and parasitic infections.",s1_filing,,,CAMBRIDGE,,,,,unknown,,,,,,,,,,,,2836,MA
Alpha Cognition Inc.,0001655923,ACOG,2023-07-01,2024-04-30,trading,cns,"cns,rare_disease",both,small_molecule,"small_molecule,protein","acetylcholinesterase,alpha-7 nicotinic receptor,progranulin,memantine,neuronal nicotinic receptors",approved,Develops treatments for neurodegenerative diseases including an approved acetylcholinesterase inhibitor for Alzheimer's disease and progranulin-based therapies for ALS and other neurological conditions.,s1_filing,,-12.0,GRAPEVINE,4.873,NCM,,,,105949272,449,2024-11-12,5.7,2026-02-04,4.87,2025-07-07,11.24,97.2,3.75,-14.5,2836,TX
"Apogee Therapeutics, Inc.",0001974640,APGE,2022-01-01,2023-06-22,trading,immunology,"dermatology,respiratory,immunology",biologic,antibody,antibody,IL-13,phase_1,"Develops antibody therapies targeting IL-13 and other inflammatory pathways for atopic dermatitis, COPD, asthma and related inflammatory and immunology indications.",s1_filing,,56.1,WALTHAM,66.44,NGM,,,,4539196416,936,2023-07-14,21.23,2026-02-04,66.44,2026-01-14,82.43,288.3,15.0,213.0,2836,MA
"Arcellx, Inc.",0001786205,ACLX,2014-12-01,2022-01-14,trading,hematology,"oncology,hematology,immunology",other,car_t,"car_t,cell_therapy","BCMA,CD123",phase_1,"Develops D-Domain powered CAR-T cell therapies including ddCARs and ARC-SparX platforms for hematologic cancers, solid tumors, and autoimmune diseases.",s1_filing,,42.6,REDWOOD CITY,69.45,NMS,,,,4015798272,1461,2022-02-04,16.8,2026-02-04,69.45,2024-11-11,106.53,534.1,7.21,313.4,2836,CA
"Artiva Biotherapeutics, Inc.",0001817241,ARTV,2019-02-01,2021-04-08,trading,immunology,"immunology,oncology",other,cell_therapy,cell_therapy,"CD19,B-cell",phase_1,Develops allogeneic NK cell therapies combined with B-cell targeted monoclonal antibodies for autoimmune diseases and B-cell cancers.,s1_filing,,-51.2,SAN DIEGO,3.96,NGM,,,,97197824,565,2024-07-19,12.0,2026-02-04,3.96,2024-10-04,15.83,31.9,1.47,-67.0,2836,CA
"Asterias Biotherapeutics, Inc.",0001572552,,2012-09-01,2013-04-03,acquired,,,,,,,,,,"Savara, Inc.",,FREMONT,,,2019-02-04,,acquired,,,,,,,,,,,,2836,CA
"Atara Biotherapeutics, Inc.",0001604464,ATRA,2012-08-01,2015-06-29,trading,oncology,"oncology,renal,infectious_disease,rare_disease",both,biologic,"protein,cell_therapy,peptide","myostatin,activin,EBV,CMV,WT1",phase_2,Develops molecularly targeted biologics that inhibit myostatin and activin for muscle wasting conditions and allogeneic T-cell therapies targeting viral antigens for cancer and viral infections.,s1_filing,,-29.6,THOUSAND OAKS,5.07,NMS,,,,36555892,4129,2014-10-16,266.25,2026-02-04,5.07,2015-04-23,1600.5,501.1,4.32,-98.1,2836,CA
aTYR PHARMA INC,0001339970,ATYR,2005-09-01,2015-04-06,trading,immunology,"immunology,respiratory,infectious_disease,oncology",biologic,protein,"protein,antibody","NRP2,HARS,tRNA synthetases",phase_2,"Develops protein therapeutics based on tRNA synthetase biology, primarily focusing on ATYR1923 for inflammatory lung diseases and COVID-19 respiratory complications by targeting the NRP2 receptor.",s1_filing,,-39.8,SAN DIEGO,0.9047,NCM,,,,88648504,3926,2015-05-07,209.3,2026-02-04,0.9,2015-06-03,390.32,86.5,0.65,-99.6,2836,CA
"Audentes Therapeutics, Inc.",0001628738,,2012-11-01,2016-01-04,acquired,rare_disease,"rare_disease,cns,metabolic,cardiovascular",other,gene_therapy,gene_therapy,"XLMTM,Crigler-Najjar,Pompe,CASQ2",phase_1,"Develops AAV-based gene therapies for serious rare diseases caused by single gene defects, including treatments for XLMTM, Crigler-Najjar Syndrome, Pompe disease, and CASQ2-CPVT.",s1_filing,,,SAN FRANCISCO,,,2020-01-15,,acquired,,,,,,,,,,,,2836,CA
"Aura Biosciences, Inc.",0001501796,AURA,2009-01-01,2021-10-08,trading,oncology,"oncology,ophthalmology,rare_disease",other,vdc,vdc,HSPG,phase_2,Develops Virus-Like Drug Conjugates (VDCs) targeting HSPG-expressing tumors with initial focus on ocular oncology including choroidal melanoma and plans to expand to bladder cancer.,s1_filing,,-20.1,BOSTON,5.69,NGM,,,,361333600,1559,2021-10-29,14.8,2026-02-04,5.69,2021-11-16,24.89,68.2,4.9,-61.6,2836,MA
"Aurion Biotech, Inc.",0001924356,,2016-07-01,2025-01-24,ipo_withdrawn,ophthalmology,ophthalmology,other,cell_therapy,cell_therapy,ROCK,approved,Develops allogeneic cell therapies using human corneal endothelial cells combined with ROCK inhibitors to treat corneal endothelial diseases and restore vision.,s1_filing,,,SEATTLE,,,2025-05-23,,ipo_withdrawn,,,,,,,,,,,,2836,WA
"AveXis, Inc.",0001652923,,2010-04-01,2016-01-15,acquired,rare_disease,"rare_disease,cns",other,gene_therapy,gene_therapy,"SMN1,SMN",phase_1,"Develops gene therapy treatments for rare neurological genetic diseases, with lead candidate AVXS-101 targeting spinal muscular atrophy by delivering functional SMN genes to motor neurons.",s1_filing,,,BANNOCKBURN,,,2018-05-15,,acquired,,,,,,,,,,,,2836,IL
Axcella Health Inc.,0001633070,,2008-08-01,2019-04-12,unknown,gastroenterology,"gastroenterology,metabolic,hematology",other,metabolic_modulator,"metabolic_modulator,amino_acid_compositions","mTOR,AMPK,FGF21,PPAR",phase_2,"Develops endogenous metabolic modulator (EMM) compositions comprised of amino acids and derivatives to treat NASH, hepatic encephalopathy, and sickle cell disease by targeting multiple metabolic pathways simultaneously.",s1_filing,,,CAMBRIDGE,,,,,unknown,,,,,,,,,,,,2836,MA
Axium Pharmaceuticals Inc.,0001715028,,2017-05-30,2017-08-21,unknown,cns,"cns,infectious_disease,metabolic",small_molecule,small_molecule,small_molecule,lorazepam,preclinical,"Develops novel drug delivery formulations of existing molecules, primarily intranasal and oral spray formulations of lorazepam for treating epilepsy and acute seizures.",s1_filing,,,HIGHPOINT,,,,,unknown,,,,,,,,,,,,2836,NC
Beam Therapeutics Inc.,0001745999,BEAM,2017-01-01,2019-09-27,trading,hematology,"hematology,rare_disease,oncology,ophthalmology,cns",other,gene_therapy,"gene_therapy,cell_therapy,car_t","HBG1,HBG2,SERPINA1,G6PC,ABCA4",preclinical,"Develops precision genetic medicines using proprietary base editing technology to create single base changes in DNA without double-strand breaks, targeting sickle cell disease, thalassemia, liver diseases, and ocular disorders.",s1_filing,,6.0,CAMBRIDGE,26.595,NMS,,,,2698726144,2190,2020-02-06,18.75,2026-02-04,26.59,2021-07-01,133.6,612.5,13.31,41.8,2836,MA
"BioAtla, Inc.",0001826892,BCAB,2007-03-01,2020-11-13,trading,oncology,oncology,biologic,antibody,antibody,,phase_2,Develops pH-selective antibody therapeutics (CABs) that selectively bind to tumor antigens in the acidic tumor microenvironment while avoiding healthy tissue toxicity for solid tumor cancers.,s1_filing,,-62.5,SAN DIEGO,0.1965,NCM,,,,12583938,1876,2020-12-16,31.02,2026-02-04,0.2,2021-03-18,70.91,128.6,0.17,-99.4,2836,CA
"BIOCARDIA LIFESCIENCES, INC.",0001635886,,2002-03-01,2015-06-16,ipo_withdrawn,cardiovascular,cardiovascular,other,cell_therapy,cell_therapy,,phase_3,Develops autologous and allogeneic bone marrow-derived cell therapies for ischemic systolic heart failure with companion diagnostics and proprietary delivery systems.,s1_filing,,,SAN CARLOS,,,2016-04-15,,ipo_withdrawn,,,,,,,,,,,,2836,CA
"BioCardia, Inc.",0000925741,BCDA,2007-04-06,2009-12-18,trading,cardiovascular,"cardiovascular,respiratory",other,cell_therapy,cell_therapy,,phase_2,"Develops autologous and allogeneic cell therapies derived from bone marrow for cardiovascular diseases including heart failure and chronic myocardial ischemia, and respiratory conditions like ARDS.",s1_filing,,-29.8,SUNNYVALE,1.17,NCM,,,,12416898,10675,1996-11-13,36450.0,2026-02-04,1.17,1999-07-30,72900.0,100.0,1.11,-100.0,2836,CA
BioLife4D Corp,0001714919,,2016-11-01,2022-06-03,unknown,cardiovascular,cardiovascular,other,bioprinted_organs,"bioprinted_organs,3d_bioprinting",,preclinical,Develops 3D bioprinted cardiac tissues including mini-hearts for cardiotoxicity testing and ultimately full hearts for transplantation using patient-specific stem cells.,s1_filing,,,BUFFALO GROVE,,,,,unknown,,,,,,,,,,,,2836,IL
BiomX Inc.,0001739174,PHGE,2017-11-01,2018-11-26,trading,infectious_disease,"infectious_disease,rare_disease,respiratory",other,bacteriophage_therapy,bacteriophage_therapy,,unknown,Develops bacteriophage-based therapies targeting specific harmful bacteria associated with chronic diseases like cystic fibrosis and diabetic foot osteomyelitis using both fixed cocktail and personalized therapy approaches.,s1_filing,,-57.4,NESS ZIONA,5.1,ASE,,,,7785864,2520,2019-03-13,1833.5,2026-02-04,5.1,2019-10-25,2052.0,11.9,1.55,-99.7,2836,
"BioVex Group, Inc.",0001365651,,2005-07-01,2006-06-20,ipo_withdrawn,oncology,"oncology,infectious_disease",biologic,gene_therapy,"gene_therapy,vaccine","GM-CSF,GALV/CD,TNF,HSV2",phase_2,Develops oncolytic virus therapies for solid tumors and herpes vaccines using their OncoVEX platform technology that replicates within cancer cells while sparing healthy tissue.,s1_filing,,,WOBURN,,,2006-10-20,,ipo_withdrawn,,,,,,,,,,,,2836,MA
"Black Diamond Therapeutics, Inc.",0001701541,BDTX,2018-09-01,2020-01-03,trading,oncology,oncology,small_molecule,small_molecule,small_molecule,"EGFR,HER2,ErbB",phase_1,"Develops tumor-agnostic small molecule therapies targeting undrugged families of oncogenic mutations using their proprietary MAP platform, with lead candidate BDTX-189 targeting mutant EGFR and HER2.",s1_filing,,-36.7,CAMBRIDGE,2.41,NMS,,,,137309536,2196,2020-01-31,37.5,2026-02-04,2.41,2020-06-22,44.8,19.5,1.25,-93.6,2836,MA
BRAINSTORM CELL THERAPEUTICS INC.,0001137883,BCLI,2000-09-22,2001-05-24,trading,,,,,,,,,,,-21.2,NEW YORK,0.6,OQB,,,,6620865,8156,2003-10-07,123.75,2026-02-04,0.6,2005-01-07,776.25,527.3,0.54,-99.5,2836,NY
"C4 Therapeutics, Inc.",0001662579,CCCC,2015-10-01,2020-09-10,trading,oncology,"oncology,hematology",small_molecule,small_molecule,small_molecule,"IKZF1/3,BRD9,EGFR,Cereblon",phase_1,"Develops oral targeted protein degrader small molecules using their TORPEDO platform to destroy disease-causing proteins for cancer treatment, with lead candidates targeting IKZF1/3, BRD9, and mutant EGFR.",s1_filing,,-38.8,WATERTOWN,1.85,NMS,,,,179291664,1951,2020-10-02,25.49,2026-02-04,1.85,2021-09-23,50.5,98.1,1.1,-92.7,2836,MA
"Cabaletta Bio, Inc.",0001759138,CABA,2017-04-01,2019-09-30,trading,immunology,"immunology,dermatology,hematology,rare_disease",other,car_t,"car_t,cell_therapy","DSG3,DSG1,MuSK,FVIII",phase_1,Develops CAAR-T cell therapies that selectively target and eliminate pathogenic B cells causing autoimmune diseases while sparing normal B cells.,s1_filing,,-20.0,PHILADELPHIA,2.475,NMS,,,,238256368,2294,2019-10-25,10.0,2026-02-04,2.47,2024-02-08,25.38,153.8,0.63,-75.3,2836,PA
"Candel Therapeutics, Inc.",0001841387,CADL,2003-06-01,2021-06-25,trading,oncology,"oncology,cns",other,gene_therapy,gene_therapy,"PD-1,PD-L1,CTLA-4",phase_3,Develops oncolytic viral immunotherapies using genetically engineered adenovirus and herpes simplex virus platforms to treat solid tumors including prostate cancer and high-grade glioma.,s1_filing,,-4.4,NEEDHAM,5.715,NGM,,,,313743808,1653,2021-07-27,7.0,2026-02-04,5.72,2024-05-15,14.0,100.0,0.68,-18.4,2836,MA
"CANNABIS GLOBAL, INC.",0001413488,,2005-02-28,2019-08-26,delisted,,,,,,,,,,,,LOS ANGELES,,,2023-02-28,,delisted,,,,,,,,,,,,2836,CA
"Cardiff Oncology, Inc.",0001213037,CRDF,2002-04-26,2012-04-19,trading,oncology,"oncology,hematology",small_molecule,small_molecule,small_molecule,PLK1,phase_2,"Develops PLK1 inhibitor onvansertib for precision cancer medicine targeting mitosis in various cancers including prostate, colorectal and leukemia.",s1_filing,,-27.4,SAN DIEGO,1.635,NCM,,,,110134512,7862,2004-07-27,1620.0,2026-02-04,1.63,2005-06-08,1926.72,18.9,0.74,-99.9,2836,CA
"CARGO Therapeutics, Inc.",0001966494,,2019-12-01,2023-10-20,acquired,oncology,"oncology,hematology",other,car_t,"car_t,cell_therapy","CD22,CD19,CD2,CD58",phase_2,"Develops next-generation CAR-T cell therapies for B-cell lymphomas and other hematologic malignancies, with lead program targeting CD22 for patients relapsed/refractory to CD19 CAR-T therapy.",s1_filing,,,SAN CARLOS,,,2025-08-19,,acquired,,,,,,,,,,,,2836,CA
"Caribou Biosciences, Inc.",0001619856,CRBU,2014-07-01,2021-07-01,trading,oncology,"oncology,hematology",other,car_t,"car_t,car_nk,cell_therapy","CD19,BCMA,CD371,PD-1,PDCD1",phase_1,Develops allogeneic CAR-T and CAR-NK cell therapies using proprietary chRDNA genome-editing technology for blood cancers and solid tumors.,s1_filing,,-40.8,BERKELEY,1.51,NMS,,,,141136736,1657,2021-07-23,16.32,2026-02-04,1.51,2021-09-07,30.29,85.6,0.73,-90.7,2836,CA
"CELLULAR DYNAMICS INTERNATIONAL, INC.",0001482080,,2004-01-01,2013-06-03,acquired,,,other,cell_platform,"cell_platform,stem_cell_technology",,preclinical,"Develops and manufactures human induced pluripotent stem cells and differentiated cell types (cardiomyocytes, neurons, hepatocytes, endothelial cells) as research tools for drug discovery, toxicity testing, and cellular therapeutic development.",s1_filing,,,MADISON,,,2015-05-01,,acquired,,,,,,,,,,,,2836,WI
"CG Oncology, Inc.",0001991792,CGON,2010-09-01,2024-01-02,trading,oncology,oncology,biologic,gene_therapy,gene_therapy,,phase_3,"Develops cretostimogene, a gene therapy for bladder cancer patients with high-risk non-muscle invasive bladder cancer who are unresponsive to BCG therapy.",s1_filing,,18.1,IRVINE,52.07,NMS,,,,4302246400,741,2024-01-25,37.17,2026-02-04,52.07,2026-01-21,57.13,53.7,15.59,40.1,2836,CA
"Checkmate Pharmaceuticals, Inc.",0001651431,,2015-07-01,2020-07-17,acquired,oncology,oncology,biologic,other,"virus_like_particle,oligonucleotide","TLR9,PD-1",phase_2,"Develops CMP-001, a TLR9 agonist delivered as a virus-like particle for immuno-oncology applications, primarily in combination with checkpoint inhibitors for melanoma and other solid tumors.",s1_filing,,,CAMBRIDGE,,,2022-05-31,,acquired,,,,,,,,,,,,2836,MA
"Chelsea Therapeutics International, Ltd.",0001333763,,2002-04-01,2005-08-18,acquired,immunology,"immunology,oncology,dermatology,gastroenterology",small_molecule,small_molecule,small_molecule,antifolate,phase_1,"Develops antifolate small molecule drugs, primarily CH-1504, for rheumatoid arthritis and other inflammatory conditions including psoriasis, oncology, and inflammatory bowel disease.",s1_filing,,,CHARLOTTE,,,2014-06-23,,acquired,,,,,,,,,,,,2836,NC
CHEMOKINE THERAPEUTICS CORP,0001092959,,2005-01-01,2008-04-08,ipo_withdrawn,oncology,"oncology,hematology,cardiovascular,dermatology,cns",biologic,peptide,peptide,"CXCR4,SDF-1",phase_1,"Develops peptide-based drugs targeting chemokine receptors, primarily CXCR4/SDF-1, for cancer metastasis prevention and stem cell mobilization.",s1_filing,,,VANCOUVER,,,2007-12-04,,ipo_withdrawn,,,,,,,,,,,,2836,A1
"Cidara Therapeutics, Inc.",0001610618,,2012-12-01,2015-03-13,acquired,infectious_disease,infectious_disease,biologic,other,drug-fc_conjugate,,phase_2,"Develops drug-Fc conjugate (DFC) immunotherapies using their proprietary Cloudbreak platform, with lead asset CD388 for influenza prophylaxis and treatment.",s1_filing,,,SAN DIEGO,,,2026-01-07,,acquired,,,,,,,,,,,,2836,CA
"Civitas Therapeutics, Inc.",0001509697,,2009-06-01,2014-08-26,ipo_withdrawn,cns,cns,other,inhaled_powder,inhaled_powder,dopamine,phase_2,Develops inhaled L-dopa therapy using proprietary ARCUS technology for treating OFF episodes in Parkinson's disease patients.,s1_filing,,,CHELSEA,,,2014-12-11,,ipo_withdrawn,,,,,,,,,,,,2836,MA
"Clarus Therapeutics Holdings, Inc.",0001817944,,2020-05-22,2020-09-03,delisted,metabolic,metabolic,small_molecule,small_molecule,small_molecule,testosterone,approved,"Develops oral testosterone replacement therapies for men with hypogonadism, with their lead product JATENZO being the first FDA-approved oral testosterone therapy in over 60 years.",s1_filing,,,LOS ANGELES,,,2023-03-01,,delisted,,,,,,,,,,,,2836,CA
"Codiak BioSciences, Inc.",0001659352,,2015-01-01,2019-04-29,ipo_withdrawn,oncology,"oncology,cns,rare_disease,infectious_disease",other,exosome_therapeutic,"exosome_therapeutic,rna,protein","STING,IL-12,STAT6,PTGFRN,BASP1",phase_1,Develops engineered exosome-based therapeutics using their engEx Platform to deliver various payloads for treating solid tumors and other diseases with high unmet medical need.,s1_filing,,,CAMBRIDGE,,,2019-07-01,,ipo_withdrawn,,,,,,,,,,,,2836,MA
COGNITION THERAPEUTICS INC,0001455365,CGTX,2007-01-01,2021-07-19,trading,cns,"cns,ophthalmology",small_molecule,small_molecule,small_molecule,"S2R,beta-amyloid,alpha-synuclein",phase_2,"Develops small molecule therapeutics targeting the sigma 2 receptor for age-related degenerative diseases including Alzheimer's disease, dementia with Lewy bodies, and geographic atrophy secondary to dry AMD.",s1_filing,,-44.1,PURCHASE,1.0301,NCM,,,,90931312,1580,2021-10-08,12.77,2026-02-04,1.03,2021-11-09,12.98,1.6,0.24,-91.9,2836,NY
"Coherus Oncology, Inc.",0001512762,CHRS,2010-09-01,2014-09-25,trading,,,,,,,,,,,-13.9,REDWOOD CITY,2.34,NGM,,,,282838176,4108,2014-11-06,12.61,2026-02-04,2.34,2015-07-22,37.46,197.1,0.67,-81.4,2836,CA
"Compass Therapeutics, Inc.",0001738021,CMPX,2015-02-01,2020-08-11,trading,oncology,"oncology,hematology,immunology",biologic,antibody,"antibody,bispecific","CD137,PD-1,PD-L1,NKp30,BCMA",phase_1,Develops monoclonal and bispecific antibody therapeutics for immuno-oncology targeting immune co-stimulatory receptors and checkpoint inhibitors to treat solid tumors and hematological malignancies.,s1_filing,,-5.8,BOSTON,6.36,NCM,,,,1131202944,1766,2021-04-05,8.5,2026-02-04,6.36,2021-04-16,8.8,3.5,0.8,-25.2,2836,MA
COTHERIX INC,0001138812,,2000-02-01,2004-03-11,acquired,cardiovascular,"cardiovascular,respiratory",small_molecule,small_molecule,small_molecule,prostacyclin,approved,"Develops and commercializes inhaled iloprost (Ventavis) for pulmonary arterial hypertension and other cardiopulmonary diseases, with combination therapies and improved delivery devices in development.",s1_filing,,,SOUTH SAN FRANCISCO,,,2007-01-04,,acquired,,,,,,,,,,,,2836,CA
CRISPR Therapeutics AG,0001674416,CRSP,2013-10-01,2016-09-09,trading,hematology,"hematology,rare_disease",other,gene_therapy,gene_therapy,CRISPR/Cas9,unknown,"Develops CRISPR/Cas9-based gene editing therapeutics for rare and common diseases using both ex vivo and in vivo approaches, with lead programs focused on hemoglobinopathies.",s1_filing,,14.7,ZUG,50.31,NGM,,,,4794554880,3395,2016-10-19,14.09,2026-02-04,50.23,2021-01-14,210.04,1390.7,13.62,256.5,2836,
"Cullinan Therapeutics, Inc.",0001789972,CGEM,2016-09-01,2020-12-18,trading,oncology,"oncology,hematology",both,small_molecule,"small_molecule,bispecific,antibody,protein","EGFR,FLT3,CD3,MICA/B,IL-2",phase_1,Develops targeted oncology and immuno-oncology therapies including small molecule EGFR inhibitors and bispecific antibodies for cancer treatment.,s1_filing,,-15.7,CAMBRIDGE,12.605,NMS,,,,744656256,1853,2021-01-08,29.91,2026-02-04,12.6,2021-03-10,53.42,78.6,5.75,-57.9,2836,MA
Denali Therapeutics Inc.,0001714899,DNLI,2013-10-01,2017-11-13,trading,cns,cns,,,,,unknown,"Discovers and develops therapeutics for neurodegenerative diseases including Alzheimer's disease, Parkinson's disease, and ALS based on validated genetic drivers of neurodegeneration",s1_filing,,-0.4,SOUTH SAN FRANCISCO,20.79,NMS,,,,3246532608,2980,2017-12-08,21.45,2026-02-04,20.79,2020-12-22,93.56,336.2,11.47,-3.1,2836,CA
Edison Oncology Holding Corp,0001753347,EOHC,2018-07-01,2025-11-28,never_traded,oncology,oncology,small_molecule,small_molecule,small_molecule,,unknown,Develops innovative small-molecule therapies for cancer by reformulating and repurposing existing drugs with modernized understanding of their mechanisms of action.,s1_filing,,,MENLO PARK,,,,,,,,,,,,,,,,,2836,CA
