name,cik,sic_code,sic_description,ticker,exchange,state,city,s1_filing_date,founding_date,founded_since_2000
"Cidara Therapeutics, Inc.",0001610618,2836,"Biological Products, (No Diagnostic Substances)",,,CA,SAN DIEGO,2015-03-13,2012-12-01,True
"Civitas Therapeutics, Inc.",0001509697,2836,"Biological Products, (No Diagnostic Substances)",,,MA,CHELSEA,2014-08-26,2009-06-01,True
"Coherus Oncology, Inc.",0001512762,2836,"Biological Products, (No Diagnostic Substances)",CHRS,Nasdaq,CA,REDWOOD CITY,2014-09-25,2010-09-01,True
"Compass Therapeutics, Inc.",0001738021,2836,"Biological Products, (No Diagnostic Substances)",CMPX,Nasdaq,MA,BOSTON,2020-08-11,2015-02-01,True
COTHERIX INC,0001138812,2836,"Biological Products, (No Diagnostic Substances)",,,CA,SOUTH SAN FRANCISCO,2004-03-11,2000-02-01,True
CRISPR Therapeutics AG,0001674416,2836,"Biological Products, (No Diagnostic Substances)",CRSP,Nasdaq,,ZUG,2016-09-09,2013-10-01,True
"Cullinan Therapeutics, Inc.",0001789972,2836,"Biological Products, (No Diagnostic Substances)",CGEM,Nasdaq,MA,CAMBRIDGE,2020-12-18,2016-09-01,True
Denali Therapeutics Inc.,0001714899,2836,"Biological Products, (No Diagnostic Substances)",DNLI,Nasdaq,CA,SOUTH SAN FRANCISCO,2017-11-13,2013-10-01,True
Edison Oncology Holding Corp,0001753347,2836,"Biological Products, (No Diagnostic Substances)",EOHC,,CA,MENLO PARK,2025-11-28,2018-07-01,True
"Editas Medicine, Inc.",0001650664,2836,"Biological Products, (No Diagnostic Substances)",EDIT,Nasdaq,MA,CAMBRIDGE,2016-01-04,2013-09-01,True
"Eiger BioPharmaceuticals, Inc.",0001305253,2836,"Biological Products, (No Diagnostic Substances)",,,CA,PALO ALTO,2013-10-11,2000-12-01,True
"Eikon Therapeutics, Inc.",0001861123,2836,"Biological Products, (No Diagnostic Substances)",EIKN,,CA,MILLBRAE,2026-01-09,2019-07-01,True
"Eloxx Pharmaceuticals, Inc.",0001035354,2836,"Biological Products, (No Diagnostic Substances)",,,MA,WATERTOWN,2013-07-17,2004-09-29,True
enGene Holdings Inc.,0001980845,2836,"Biological Products, (No Diagnostic Substances)",ENGN,Nasdaq,A8,SAINT-LAURENT,2023-11-22,2023-09-05,True
"Estrella Immunopharma, Inc.",0001844417,2836,"Biological Products, (No Diagnostic Substances)",ESLA,Nasdaq,CA,EMERYVILLE,2021-02-19,2012-01-01,True
EXOZYMES INC.,0002010788,2836,"Biological Products, (No Diagnostic Substances)",EXOZ,Nasdaq,CA,MONROVIA,2024-02-09,2019-01-01,True
FATE THERAPEUTICS INC,0001434316,2836,"Biological Products, (No Diagnostic Substances)",FATE,Nasdaq,CA,SAN DIEGO,2013-08-14,2012-10-01,True
"Finch Therapeutics Group, Inc.",0001733257,2836,"Biological Products, (No Diagnostic Substances)",FNCH,OTC,MA,BOSTON,2021-02-26,2014-11-01,True
"Forma Therapeutics Holdings, Inc.",0001538927,2836,"Biological Products, (No Diagnostic Substances)",,,MA,WATERTOWN,2020-05-29,2011-12-01,True
Fusion Pharmaceuticals Inc.,0001805890,2836,"Biological Products, (No Diagnostic Substances)",,,A6,HAMILTON,2020-06-05,2014-12-01,True
FutureTech II Acquisition Corp.,0001889450,2836,"Biological Products, (No Diagnostic Substances)",FTII,OTC,NY,NEW ROCHELLE,2021-12-23,2021-08-19,True
"GENOCEA BIOSCIENCES, INC.",0001457612,2836,"Biological Products, (No Diagnostic Substances)",,,MA,CAMBRIDGE,2013-12-23,2006-08-01,True
"Gritstone bio, Inc.",0001656634,2836,"Biological Products, (No Diagnostic Substances)",,,CA,EMERYVILLE,2018-08-23,2015-08-01,True
"Harpoon Therapeutics, Inc.",0001708493,2836,"Biological Products, (No Diagnostic Substances)",,,CA,SOUTH SAN FRANCISCO,2018-12-27,2015-03-01,True
"HEMOBIOTECH, INC.",0001301348,2836,"Biological Products, (No Diagnostic Substances)",,,TX,LUBBOCK,2008-12-16,2006-05-01,True
"HilleVax, Inc.",0001888012,2836,"Biological Products, (No Diagnostic Substances)",,,MA,BOSTON,2022-04-06,2020-03-01,True
"ImmunityBio, Inc.",0001326110,2836,"Biological Products, (No Diagnostic Substances)",IBRX,Nasdaq,CA,SAN DIEGO,2015-06-19,2011-01-01,True
"Immunovant, Inc.",0001764013,2836,"Biological Products, (No Diagnostic Substances)",IMVT,Nasdaq,NY,NEW YORK,2019-04-16,2018-12-06,True
"Inhibikase Therapeutics, Inc.",0001750149,2836,"Biological Products, (No Diagnostic Substances)",IKT,Nasdaq,DE,WILMINGTON,2020-07-23,2010-06-03,True
"Inhibrx Biosciences, Inc.",0002007919,2836,"Biological Products, (No Diagnostic Substances)",INBX,Nasdaq,CA,LA JOLLA,2024-06-11,2024-01-08,True
"Inmune Bio, Inc.",0001711754,2836,"Biological Products, (No Diagnostic Substances)",INMB,Nasdaq,FL,BOCA RATON,2018-08-30,2015-09-01,True
"Instil Bio, Inc.",0001789769,2836,"Biological Products, (No Diagnostic Substances)",TIL,Nasdaq,TX,DALLAS,2021-02-26,2018-08-01,True
"Intrinsic Medicine, Inc.",0001885768,2836,"Biological Products, (No Diagnostic Substances)",,,WA,SEATTLE,2022-04-08,2018-08-01,True
"Invivyd, Inc.",0001832038,2836,"Biological Products, (No Diagnostic Substances)",IVVD,Nasdaq,CT,NEW HAVEN,2021-07-16,2020-06-01,True
"iTeos Therapeutics, Inc.",0001808865,2836,"Biological Products, (No Diagnostic Substances)",,,MA,WATERTOWN,2020-06-24,2019-10-01,True
IVORY CAPITAL CORP,0000841096,2836,"Biological Products, (No Diagnostic Substances)",,,NC,CHARLOTTE,2005-04-07,2002-04-01,True
"Jounce Therapeutics, Inc.",0001640455,2836,"Biological Products, (No Diagnostic Substances)",,,MA,CAMBRIDGE,2016-12-30,2007-01-01,True
"Kalaris Therapeutics, Inc.",0001754068,2836,"Biological Products, (No Diagnostic Substances)",KLRS,Nasdaq,NJ,BERKELEY HEIGHTS,2020-07-06,2013-08-01,True
"Kaleido Biosciences, Inc.",0001751299,2836,"Biological Products, (No Diagnostic Substances)",,,MA,BEDFORD,2019-01-11,2015-01-01,True
"Kite Pharma, Inc.",0001510580,2836,"Biological Products, (No Diagnostic Substances)",,,CA,SANTA MONICA,2014-05-19,2009-06-01,True
"Krystal Biotech, Inc.",0001711279,2836,"Biological Products, (No Diagnostic Substances)",KRYS,Nasdaq,PA,PITTSBURGH,2017-08-21,2015-12-01,True
"Kymera Therapeutics, Inc.",0001815442,2836,"Biological Products, (No Diagnostic Substances)",KYMR,Nasdaq,MA,WATERTOWN,2020-07-31,2015-09-01,True
"Kyverna Therapeutics, Inc.",0001994702,2836,"Biological Products, (No Diagnostic Substances)",KYTX,Nasdaq,CA,EMERYVILLE,2024-01-16,2018-06-01,True
LA JOLLA PHARMACEUTICAL CO,0000920465,2836,"Biological Products, (No Diagnostic Substances)",,,MA,WALTHAM,2013-11-08,2011-12-01,True
"LENZ Therapeutics, Inc.",0001815776,2836,"Biological Products, (No Diagnostic Substances)",LENZ,Nasdaq,CA,SOLANA BEACH,2021-06-04,2019-10-01,True
"LeonaBio, Inc.",0001620463,2836,"Biological Products, (No Diagnostic Substances)",LONA,Nasdaq,WA,BOTHELL,2020-08-26,2011-03-01,True
Life Stem Genetics Inc.,0001556377,2836,"Biological Products, (No Diagnostic Substances)",,,CA,BEVERLY HILLS,2012-09-11,2012-07-05,True
"Liminatus Pharma, Inc.",0001971387,2836,"Biological Products, (No Diagnostic Substances)",LIMN,Nasdaq,CA,LA PALMA,2025-06-24,2018-01-01,True
"LogicBio Therapeutics, Inc.",0001664106,2836,"Biological Products, (No Diagnostic Substances)",,,MA,LEXINGTON,2018-09-25,2014-01-01,True
"Maze Therapeutics, Inc.",0001842295,2836,"Biological Products, (No Diagnostic Substances)",MAZE,Nasdaq,CA,SOUTH SAN FRANCISCO,2025-01-07,2017-08-01,True
"Metagenomi, Inc.",0001785279,2836,"Biological Products, (No Diagnostic Substances)",MGX,Nasdaq,CA,EMERYVILLE,2024-01-05,2016-09-01,True
"Monte Rosa Therapeutics, Inc.",0001826457,2836,"Biological Products, (No Diagnostic Substances)",GLUE,Nasdaq,MA,BOSTON,2021-06-04,2019-11-01,True
"Neon Therapeutics, Inc.",0001694187,2836,"Biological Products, (No Diagnostic Substances)",,,MA,CAMBRIDGE,2018-05-31,2007-01-01,True
"Neumora Therapeutics, Inc.",0001885522,2836,"Biological Products, (No Diagnostic Substances)",NMRA,Nasdaq,MA,WATERTOWN,2023-08-25,2019-11-01,True
"NS Wind Down Co., Inc.",0001401708,2836,"Biological Products, (No Diagnostic Substances)",,,WA,SEATTLE,2013-05-20,2003-06-01,True
"Odyssey Therapeutics, Inc.",0001882782,2836,"Biological Products, (No Diagnostic Substances)",,,MA,BOSTON,2025-01-17,2021-04-01,True
"Old Ayala, Inc",0001797336,2836,"Biological Products, (No Diagnostic Substances)",,,DE,WILMINGTON,2020-03-06,2017-11-01,True
"Omega Therapeutics, Inc.",0001850838,2836,"Biological Products, (No Diagnostic Substances)",,,MA,CAMBRIDGE,2021-07-09,2016-07-01,True
"Oyster Point Pharma, Inc.",0001720725,2836,"Biological Products, (No Diagnostic Substances)",,,NJ,PRINCETON,2019-10-04,2015-06-01,True
"PALISADE BIO, INC.",0001357459,2836,"Biological Products, (No Diagnostic Substances)",PALI,Nasdaq,CA,CARLSBAD,2019-06-21,2006-01-01,True
"Passage BIO, Inc.",0001787297,2836,"Biological Products, (No Diagnostic Substances)",PASG,Nasdaq,PA,PHILADELPHIA,2020-02-03,2017-07-01,True
"Peak Bio, Inc.",0001834645,2836,"Biological Products, (No Diagnostic Substances)",,,CA,PLEASANTON,2021-01-11,2020-08-06,True
"Peloton Therapeutics, Inc.",0001525145,2836,"Biological Products, (No Diagnostic Substances)",,,TX,DALLAS,2019-04-26,2010-08-01,True
Pelthos Therapeutics Inc.,0001919246,2836,"Biological Products, (No Diagnostic Substances)",PTHS,NYSE,NC,DURHAM,2023-01-11,2002-01-01,True
"Point of Care Nano-Technology, Inc.",0001504239,2836,"Biological Products, (No Diagnostic Substances)",,,NJ,WHITEHOUSE STATION,2010-10-25,2010-06-10,True
"Poseida Therapeutics, Inc.",0001661460,2836,"Biological Products, (No Diagnostic Substances)",,,CA,SAN DIEGO,2019-01-04,2014-12-01,True
PRECISION BIOSCIENCES INC,0001357874,2836,"Biological Products, (No Diagnostic Substances)",DTIL,Nasdaq,NC,DURHAM,2019-03-01,2006-01-01,True
PREMIER BIOMEDICAL INC,0001515740,2836,"Biological Products, (No Diagnostic Substances)",,,MT,WHITEFISH,2011-06-14,2010-05-10,True
"Prime Medicine, Inc.",0001894562,2836,"Biological Products, (No Diagnostic Substances)",PRME,Nasdaq,MA,CAMBRIDGE,2022-09-23,2019-09-01,True
PROKIDNEY CORP.,0001850270,2836,"Biological Products, (No Diagnostic Substances)",PROK,Nasdaq,NC,WINSTON-SALEM,2021-06-02,2011-01-01,True
"Protara Therapeutics, Inc.",0001359931,2836,"Biological Products, (No Diagnostic Substances)",TARA,Nasdaq,NY,NEW YORK,2014-09-16,2001-06-01,True
"Quince Therapeutics, Inc.",0001662774,2836,"Biological Products, (No Diagnostic Substances)",QNCX,Nasdaq,CA,SOUTH SAN FRANCISCO,2019-04-12,2012-06-01,True
"RECURSION PHARMACEUTICALS, INC.",0001601830,2836,"Biological Products, (No Diagnostic Substances)",RXRX,Nasdaq,UT,SALT LAKE CITY,2021-03-22,2019-01-01,True
REGENXBIO Inc.,0001590877,2836,"Biological Products, (No Diagnostic Substances)",RGNX,Nasdaq,MD,ROCKVILLE,2015-08-17,2008-07-01,True
"Relay Therapeutics, Inc.",0001812364,2836,"Biological Products, (No Diagnostic Substances)",RLAY,Nasdaq,MA,CAMBRIDGE,2020-06-24,2015-05-01,True
"Replimune Group, Inc.",0001737953,2836,"Biological Products, (No Diagnostic Substances)",REPL,Nasdaq,MA,WOBURN,2018-06-22,2017-07-01,True
"Rubius Therapeutics, Inc.",0001709401,2836,"Biological Products, (No Diagnostic Substances)",,,MA,FOXBORO,2018-06-22,2013-04-01,True
"Sana Biotechnology, Inc.",0001770121,2836,"Biological Products, (No Diagnostic Substances)",SANA,Nasdaq,WA,SEATTLE,2021-01-13,2018-07-01,True
Scilex Holding Co,0001820190,2836,"Biological Products, (No Diagnostic Substances)",SCLX,Nasdaq,CA,PALO ALTO,2020-12-15,2014-01-01,True
Silexion Therapeutics Corp,0002022416,2836,"Biological Products, (No Diagnostic Substances)",SLXN,Nasdaq,L3,RAMAT GAN,2024-09-10,2024-04-02,True
Solid Biosciences Inc.,0001707502,2836,"Biological Products, (No Diagnostic Substances)",SLDB,Nasdaq,MA,CHARLESTOWN,2017-12-29,2014-08-01,True
"Spark Therapeutics, Inc.",0001609351,2836,"Biological Products, (No Diagnostic Substances)",,,PA,PHILADELPHIA,2014-12-30,2013-03-01,True
SPK Acquisition Corp.,0001848097,2836,"Biological Products, (No Diagnostic Substances)",,,F4,SHANGHAI,2021-04-23,2020-12-31,True
"SpringWorks Therapeutics, Inc.",0001773427,2836,"Biological Products, (No Diagnostic Substances)",,,CT,STAMFORD,2019-08-16,2017-08-01,True
SQZ Biotechnologies Co,0001604477,2836,"Biological Products, (No Diagnostic Substances)",,,MA,WATERTOWN,2020-10-09,2013-03-01,True
"Surface Oncology, Inc.",0001718108,2836,"Biological Products, (No Diagnostic Substances)",,,MA,CAMBRIDGE,2018-03-23,2014-04-01,True
"Surrozen, Inc./DE",0001824893,2836,"Biological Products, (No Diagnostic Substances)",SRZN,Nasdaq,CA,SOUTH SAN FRANCISCO,2020-10-09,2007-01-01,True
"SUTRO BIOPHARMA, INC.",0001382101,2836,"Biological Products, (No Diagnostic Substances)",STRO,Nasdaq,CA,SOUTH SAN FRANCISCO,2018-08-29,2003-04-21,True
"Taysha Gene Therapies, Inc.",0001806310,2836,"Biological Products, (No Diagnostic Substances)",TSHA,Nasdaq,TX,DALLAS,2020-09-02,2010-01-01,True
TCR2 THERAPEUTICS INC.,0001750019,2836,"Biological Products, (No Diagnostic Substances)",,,MA,CAMBRIDGE,2018-12-28,2015-05-01,True
"Tenaya Therapeutics, Inc.",0001858848,2836,"Biological Products, (No Diagnostic Substances)",TNYA,Nasdaq,CA,SOUTH SAN FRANCISCO,2021-07-09,2016-08-01,True
TENGION INC,0001296391,2836,"Biological Products, (No Diagnostic Substances)",,,NC,WINSTON-SALEM,2009-12-24,2003-01-01,True
Tevogen Bio Holdings Inc.,0001860871,2836,"Biological Products, (No Diagnostic Substances)",TVGN,Nasdaq,NJ,WARREN,2021-10-07,2018-01-01,True
"Tourmaline Bio, Inc.",0001827506,2836,"Biological Products, (No Diagnostic Substances)",TRML,,NY,NEW YORK,2021-04-16,2002-02-01,True
"Tracon Pharmaceuticals, Inc.",0001394319,2836,"Biological Products, (No Diagnostic Substances)",,,CA,San Diego,2014-12-29,2004-10-01,True
"Translate Bio, Inc.",0001693415,2836,"Biological Products, (No Diagnostic Substances)",,,MA,LEXINGTON,2018-06-01,2011-04-01,True
"TScan Therapeutics, Inc.",0001783328,2836,"Biological Products, (No Diagnostic Substances)",TCRX,Nasdaq,MA,WALTHAM,2021-04-23,2018-04-01,True
Turnstone Biologics Corp.,0001764974,2836,"Biological Products, (No Diagnostic Substances)",,,CA,LA JOLLA,2023-06-12,2015-01-01,True
"TVAX Biomedical, Inc.",0001526959,2836,"Biological Products, (No Diagnostic Substances)",,,KS,LENEXA,2011-11-07,2009-01-01,True
"Vaxart, Inc.",0000072444,2836,"Biological Products, (No Diagnostic Substances)",VXRT,OTC,CA,SOUTH SAN FRANCISCO,2019-02-06,2004-03-01,True
"Vaxcyte, Inc.",0001649094,2836,"Biological Products, (No Diagnostic Substances)",PCVX,Nasdaq,CA,SAN CARLOS,2020-05-22,2013-11-01,True
"Vigil Neuroscience, Inc.",0001827087,2836,"Biological Products, (No Diagnostic Substances)",,,MA,WATERTOWN,2021-11-19,2020-06-01,True
"Vir Biotechnology, Inc.",0001706431,2836,"Biological Products, (No Diagnostic Substances)",VIR,Nasdaq,CA,SAN FRANCISCO,2019-09-03,2016-04-01,True
"VivoSim Labs, INC.",0001497253,2836,"Biological Products, (No Diagnostic Substances)",VIVS,Nasdaq,CA,SAN DIEGO,2010-10-13,2009-12-01,True
Vor Biopharma Inc.,0001817229,2836,"Biological Products, (No Diagnostic Substances)",VOR,Nasdaq,MA,BOSTON,2021-01-15,2015-12-01,True
"Voyager Therapeutics, Inc.",0001640266,2836,"Biological Products, (No Diagnostic Substances)",VYGR,Nasdaq,MA,LEXINGTON,2015-10-09,2013-06-01,True
"X4 Pharmaceuticals, Inc",0001501697,2836,"Biological Products, (No Diagnostic Substances)",XFOR,Nasdaq,MA,BOSTON,2017-10-20,2004-01-01,True
"Zeo ScientifiX, Inc.",0001557376,2836,"Biological Products, (No Diagnostic Substances)",ZEOX,OTC,FL,DAVIE,2012-09-04,2011-08-09,True
"Zivo Bioscience, Inc.",0001101026,2836,"Biological Products, (No Diagnostic Substances)",ZIVO,OTC,MI,BLOOMFIELD HILLS,2020-12-09,2020-02-01,True
Zura Bio Ltd,0001855644,2836,"Biological Products, (No Diagnostic Substances)",ZURA,Nasdaq,CA,LA JOLLA,2021-06-15,2015-01-01,True
