name,cik,ticker,founding_date,s1_filing_date,state,city,sic_code,status,current_price,market_cap,exchange,exit_type,exit_date,exit_details,price_days_trading,price_first_date,price_first_price,price_last_date,price_last_price,price_max_date,price_max_price,price_max_return_pct,price_min_price,price_total_return_pct
Pasithea Therapeutics Corp.,0001841330,KTTA,2020-05-12,2021-04-13,FL,MIAMI BEACH,2834,trading,0.83,19165582,NCM,,,,1603,2021-09-15,71.2,2026-02-04,0.83,2021-11-23,112.0,57.3,0.29,-98.8
Patheon N.V.,0001643848,,2014-03-11,2015-06-08,P7,AMSTERDAM SCHIPHOL,2834,no_ticker,,,,,,,,,,,,,,,,
PDS Biotechnology Corp,0001472091,PDSB,2009-01-01,2015-08-14,NJ,PRINCETON,2834,trading,0.7302,39957500,NCM,,,,3780,2015-09-30,220.0,2026-02-04,0.73,2015-10-20,469.8,113.5,0.65,-99.7
PENINSULA PHARMACEUTICALS INC,0001145975,,2001-02-01,2003-12-16,CA,ALAMEDA,2834,no_ticker,,,,,,,,,,,,,,,,
PepGen Inc.,0001835597,PEPG,2021-11-01,2022-04-15,MA,BOSTON,2834,trading,4.85,333428864,NMS,,,,1370,2022-05-06,12.89,2026-02-04,4.85,2024-07-26,18.55,43.9,1.0,-62.4
PERFORMANCE HEALTH HOLDINGS CORP.,0001612047,,2012-10-01,2016-04-22,OH,AKRON,2834,no_ticker,,,,,,,,,,,,,,,,
"Pernix Sleep, Inc.",0001339455,,2003-08-01,2005-10-07,CA,SOLANA BEACH,2834,no_ticker,,,,,,,,,,,,,,,,
Pfenex Inc.,0001478121,,2005-01-01,2014-06-05,CA,SAN DIEGO,2834,no_ticker,,,,,,,,,,,,,,,,
"PharMEDium Healthcare Holdings, Inc.",0001598816,,2013-12-01,2015-08-31,IL,LAKE FOREST,2834,no_ticker,,,,,,,,,,,,,,,,
PhaseBio Pharmaceuticals Inc,0001169245,,2002-01-01,2018-09-21,PA,MALVERN,2834,no_ticker,,,,,,,,,,,,,,,,
"PHASERX, INC.",0001429386,,2006-03-09,2016-04-18,WA,SEATTLE,2834,no_ticker,,,,,,,,,,,,,,,,
"Phathom Pharmaceuticals, Inc.",0001783183,PHAT,2018-01-01,2019-09-30,NJ,FLORHAM PARK,2834,trading,13.325,1039529088,NMS,,,,2294,2019-10-25,24.6,2026-02-04,13.32,2020-06-08,54.6,122.0,2.29,-45.8
Phenomix CORP,0001424342,,2004-12-23,2008-01-25,CA,SAN DIEGO,2834,no_ticker,,,,,,,,,,,,,,,,
"PLIANT THERAPEUTICS, INC.",0001746473,PLRX,2015-06-01,2020-05-11,CA,SOUTH SAN FRANCISCO,2834,trading,1.17,71895776,NMS,,,,2072,2020-06-03,21.3,2026-02-04,1.17,2021-03-25,40.23,88.9,1.16,-94.5
PLX PHARMA INC.,0001291520,,2011-09-12,2015-10-05,TX,HOUSTON,2834,no_ticker,,,,,,,,,,,,,,,,
PLx Pharma Winddown Corp.,0001497504,,2010-01-01,2014-02-06,NJ,SPARTA,2834,no_ticker,,,,,,,,,,,,,,,,
PMGC Holdings Inc.,0001840563,ELAB,2020-06-01,2023-09-29,,VANCOUVER,2834,trading,2.03,2407163,NCM,,,,806,2023-11-21,66807.02,2026-02-04,2.03,2023-11-28,79382.45,18.8,2.01,-100.0
"PMV Pharmaceuticals, Inc.",0001699382,PMVP,2013-03-01,2020-09-04,NJ,PRINCETON,2834,trading,1.06,56404196,NMS,,,,1958,2020-09-25,37.51,2026-02-04,1.06,2020-12-31,61.51,64.0,0.84,-97.2
"Polaryx Therapeutics, Inc.",0002075320,PLYX,2014-01-01,2025-11-21,NJ,PARAMUS,2834,trading,22.715,,NGM,,,,2,2026-02-02,35.0,2026-02-04,22.72,2026-02-02,35.0,0.0,21.95,-35.1
"Polomar Health Services, Inc.",0001265521,PMHS,2000-09-14,2008-07-21,FL,PALM HARBOR,2834,trading,0.7999,22439666,OQB,,,,6203,2009-02-09,66.67,2026-02-03,0.8,2010-10-01,6580.0,9770.0,0.07,-98.8
"POLYMEDIX, INC",0001341843,,2002-08-08,2008-05-21,PA,RADNOR,2834,no_ticker,,,,,,,,,,,,,,,,
PORTOLA PHARMACEUTICALS INC,0001269021,,2003-09-01,2013-04-12,CA,SOUTH SAN FRANCISCO,2834,no_ticker,,,,,,,,,,,,,,,,
"Praxis Precision Medicines, Inc.",0001689548,PRAX,2019-01-01,2020-09-25,MA,BOSTON,2834,trading,296.0301,8211546624,NMS,,,,1937,2020-10-16,417.0,2026-02-04,296.03,2021-01-07,903.0,116.5,12.06,-29.0
Praxsyn Corp,0001346973,,2005-06-06,2011-06-20,NV,LAS VEGAS,2834,no_ticker,,,,,,,,,,,,,,,,
PREDIX PHARMACEUTICALS HOLDINGS INC,0001044487,,2000-01-01,2005-08-03,MA,LEXINGTON,2834,no_ticker,,,,,,,,,,,,,,,,
Prelude Therapeutics Inc,0001678660,PRLD,2016-02-01,2020-09-04,DE,WILMINGTON,2834,trading,2.31,145218768,NMS,,,,1958,2020-09-25,26.2,2026-02-04,2.31,2021-02-10,91.68,249.9,0.61,-91.2
"Prescott Holdings, Inc.",0001511091,,2010-12-07,2011-05-16,TN,FRANKLIN,2834,no_ticker,,,,,,,,,,,,,,,,
PRESTWICK PHARMACEUTICALS INC,0001222761,,2002-11-01,2005-04-22,DC,WASHINGTON DC,2834,no_ticker,,,,,,,,,,,,,,,,
Primus Therapeutics Inc.,0001501467,,2010-04-21,2011-02-10,NJ,SKILLMAN,2834,no_ticker,,,,,,,,,,,,,,,,
Principia Biopharma Inc.,0001510487,,2018-04-01,2018-08-17,CA,SOUTH SAN FRANCISCO,2834,no_ticker,,,,,,,,,,,,,,,,
PRO NUTRISOURCE INC.,0001469289,,2009-02-20,2009-08-03,A8,LONGUEUIL,2834,no_ticker,,,,,,,,,,,,,,,,
"Processa Pharmaceuticals, Inc.",0001533743,PCSA,2011-03-29,2012-11-14,FL,VERO BEACH,2834,trading,2.34,5301897,NCM,,,,4352,2014-03-07,61250.0,2026-02-04,2.34,2014-05-21,63822.5,4.2,2.34,-100.0
"Prometheus Biosciences, Inc.",0001718852,,2016-01-01,2021-02-19,CA,SAN DIEGO,2834,no_ticker,,,,,,,,,,,,,,,,
ProMIS Neurosciences Inc.,0001374339,PMN,2004-01-23,2022-11-01,A6,TORONTO,2834,trading,16.2,34869596,NCM,,,,6965,2007-01-10,1800.0,2026-02-04,16.2,2007-04-30,2580.0,43.3,6.76,-99.1
"Propanc Biopharma, Inc.",0001517681,PPCB,2010-11-23,2011-06-23,C3,"CAMBERWELL, VICTORIA",2834,trading,0.2019,2585682,NCM,,,,4776,2013-01-07,187500003328.0,2026-02-04,0.2,2013-03-28,249999998976.0,33.3,0.0,-100.0
"ProPhase Labs, Inc.",0000868278,PRPH,2022-06-01,2025-10-21,NY,NEW YORK,2834,trading,0.16,757921,PNK,,,,11629,1994-04-04,0.66,2026-02-04,0.16,2022-07-11,147.0,22036.0,0.14,-75.9
"Protagenic Therapeutics, Inc.\new",0001022899,PTIX,2005-03-01,2016-09-16,NY,NEW YORK,2834,trading,0.488,940814,PNK,,,,1743,2021-04-27,126.5,2026-02-03,0.49,2021-05-11,194.32,53.6,0.43,-99.6
"Protagonist Therapeutics, Inc",0001377121,PTGX,2001-09-01,2016-07-11,CA,NEWARK,2834,trading,83.15,5198177792,NGM,,,,3464,2016-08-11,11.7,2026-02-04,83.15,2025-12-12,95.35,715.0,4.69,610.7
"Protea Biosciences Group, Inc.",0001335103,,2001-07-01,2014-01-13,WV,MORGANTOWN,2834,no_ticker,,,,,,,,,,,,,,,,
"PROTEONOMIX, INC.",0001469559,,2005-01-01,2011-02-01,NJ,MOUNTAINSIDE,2834,no_ticker,,,,,,,,,,,,,,,,
"PROVECTUS BIOPHARMACEUTICALS, INC.",0000315545,PVCT,2009-01-01,2013-04-08,TN,KNOXVILLE,2834,trading,0.05,21013994,OQB,,,,10611,1997-01-15,1500.0,2026-02-03,0.05,2000-06-16,139500.0,9200.0,0.01,-100.0
"Provention Bio, Inc.",0001695357,,2016-10-01,2018-05-09,NJ,RED BANK,2834,no_ticker,,,,,,,,,,,,,,,,
"Pulmatrix, Inc.",0001574235,PULM,2013-01-01,2013-08-08,MA,FRAMINGHAM,2834,trading,2.68,9788127,NCM,,,,4338,2014-03-21,3625.0,2026-02-04,2.68,2014-03-21,3625.0,0.0,1.62,-99.9
"PUMA BIOTECHNOLOGY, INC.",0001401667,PBYI,2007-04-01,2012-09-28,CA,LOS ANGELES,2834,trading,7.0157,353528896,NMS,,,,5034,2012-04-24,14.0,2026-02-04,7.02,2014-09-18,275.07,1864.8,1.64,-49.9
Q BioMed Inc.,0001596062,QBIO,2013-11-01,2014-01-13,NY,NEW YORK,2834,trading,0.0001,14509,PNK,,,,3884,2015-06-17,1.5,2026-02-03,0.0,2017-01-04,10.42,594.7,0.0,-100.0
"Q Therapeutics, Inc.",0001366541,,2002-03-01,2012-06-29,UT,SALT LAKE CITY,2834,no_ticker,,,,,,,,,,,,,,,,
Q32 Bio Inc.,0001661998,QTTB,2015-01-01,2018-03-02,MA,WALTHAM,2834,trading,4.0707,50087328,NCM,,,,2870,2018-03-28,335.88,2026-02-04,4.07,2019-04-05,546.12,62.6,1.36,-98.8
QUATRX PHARMACEUTICALS Co,0001166029,,2000-11-01,2006-02-03,MI,ANN ARBOR,2834,no_ticker,,,,,,,,,,,,,,,,
"Ra Pharmaceuticals, Inc.",0001481512,,2008-01-01,2016-09-30,MA,CAMBRIDGE,2834,no_ticker,,,,,,,,,,,,,,,,
Rain Oncology Inc.,0001724979,,2017-04-01,2021-04-02,CA,NEWARK,2834,no_ticker,,,,,,,,,,,,,,,,
Rallybio Corp,0001739410,RLYB,2018-03-01,2021-07-02,CT,NEW HAVEN,2834,trading,0.58,24501390,NCM,,,,1651,2021-07-29,14.1,2026-02-04,0.58,2021-08-05,23.4,66.0,0.25,-95.9
"Rani Therapeutics Holdings, Inc.",0001856725,RANI,2021-04-01,2021-07-09,CA,SAN JOSE,2834,trading,1.18,144721728,NGM,,,,1650,2021-07-30,11.0,2026-02-04,1.19,2021-11-18,35.0,218.2,0.41,-89.2
"Rapid Therapeutic Science Laboratories, Inc.",0001575659,RTSL,2013-02-22,2013-05-23,TX,DE LEON,2834,trading,0.006,113921,PNK,,,,3156,2017-06-14,37.5,2026-02-03,0.01,2020-07-10,44.75,19.3,0.0,-100.0
"Rapport Therapeutics, Inc.",0002012593,RAPP,2022-02-01,2024-05-17,MA,BOSTON,2834,trading,26.71,1273028864,NGM,,,,607,2024-06-07,20.8,2026-02-04,26.71,2025-12-22,31.9,53.4,7.15,28.4
"RAPT Therapeutics, Inc.",0001673772,RAPT,2018-01-01,2019-07-05,CA,SOUTH SAN FRANCISCO,2834,trading,57.63,1668998272,NGM,,,,2288,2019-10-31,104.0,2026-02-04,57.63,2020-01-27,390.88,275.8,5.98,-44.6
RAPTOR PHARMACEUTICALS CORP.,0001203944,,2006-05-05,2008-07-18,CA,NOVATO,2834,no_ticker,,,,,,,,,,,,,,,,
"RayzeBio, Inc.",0001825367,,2020-01-01,2023-08-24,CA,SAN DIEGO,2834,no_ticker,,,,,,,,,,,,,,,,
REATA PHARMACEUTICALS INC,0001358762,,2015-09-01,2016-01-04,TX,PLANO,2834,no_ticker,,,,,,,,,,,,,,,,
"Rebus Holdings, Inc.",0001421204,,2003-01-01,2008-10-03,CA,WESTLAKE VILLAGE,2834,no_ticker,,,,,,,,,,,,,,,,
"Receptos, Inc.",0001463729,,2008-01-01,2013-04-04,CA,SAN DIEGO,2834,no_ticker,,,,,,,,,,,,,,,,
"Redwood Scientific Technologies, Inc.",0001634394,RSCI,2014-12-01,2016-02-12,NY,ALBANY,2834,trading,0.0111,2266366,PNK,,,,3435,2016-09-08,0.0,2026-02-03,0.01,2024-03-15,1.6,1599900.1,0.0,11000.0
Regen BioPharma Inc,0001589150,RGBP,2012-04-24,2013-10-15,CA,LA MESA,2834,trading,0.0045,486246,PNK,,,,4138,2014-10-06,182.4,2026-02-03,0.0,2015-03-02,292.5,60.4,0.0,-100.0
"RegenoCELL Therapeutics, Inc.",0001221749,,2002-02-01,2010-06-22,MA,"NATICK,",2834,no_ticker,,,,,,,,,,,,,,,,
"Rein Therapeutics, Inc.",0001420565,RNTX,2001-01-01,2017-06-02,TX,AUSTIN,2834,trading,1.2,31543660,NCM,,,,3142,2017-06-29,216.0,2026-02-04,1.2,2017-10-04,298.2,38.1,1.07,-99.4
"RELMADA THERAPEUTICS, INC.",0001553643,RLMD,2011-05-23,2012-11-13,FL,CORAL GABLES,2834,trading,3.36,246400976,NCM,,,,4247,2014-06-20,60.0,2026-02-04,3.36,2015-03-16,74.4,24.0,0.25,-94.4
RENOVIS INC,0001118361,,2000-01-01,2003-10-17,CA,SOUTH SAN FRANCISCO,2834,no_ticker,,,,,,,,,,,,,,,,
"RenovoRx, Inc.",0001574094,RNXT,2012-12-01,2021-07-21,CA,MOUNTAIN VIEW,2834,trading,0.9935,36411692,NCM,,,,1623,2021-08-26,7.26,2026-02-04,0.99,2021-08-30,16.02,120.7,0.6,-86.3
Repare Therapeutics Inc.,0001808158,RPTX,2016-01-01,2020-05-29,A8,SAINT-LAURENT,2834,trading,2.65,114237160,NMS,,,,2049,2020-06-19,30.8,2026-01-28,2.65,2021-01-07,44.46,44.4,0.9,-91.4
REST EZ Inc.,0001733861,,2016-10-17,2021-05-26,UT,RIVERTON,2834,no_ticker,,,,,,,,,,,,,,,,
"Retrieve Medical Holdings, Inc.",0001452804,RMHI,2007-12-18,2008-12-29,NJ,BEDMINSTER,2834,trading,1.85,47495568,PNK,,,,4335,2014-03-24,200.0,2026-02-04,1.85,2014-04-01,310.0,55.0,0.25,-99.1
"REVELATION BIOSCIENCES, INC.",0001810560,REVB,2019-11-20,2020-07-29,CA,SAN DIEGO,2834,trading,1.68,2488137,NCM,,,,1905,2020-11-17,1967616.0,2026-02-04,1.68,2022-01-04,2126880.0,8.1,1.67,-100.0
"REVIVA PHARMACEUTICALS HOLDINGS, INC.",0001742927,RVPH,2018-03-01,2018-07-20,CA,CUPERTINO,2834,trading,0.2851,33313918,NCM,,,,2666,2018-10-18,9.71,2026-02-04,0.29,2020-09-28,11.88,22.3,0.27,-97.1
"Rezolute, Inc.",0001509261,RZLT,2010-07-01,2011-06-14,CA,REDWOOD CITY,2834,trading,3.015,279573536,NCM,,,,4769,2013-01-14,480.0,2026-02-04,3.02,2013-01-24,750.0,56.2,0.74,-99.4
"Rhythm Holding Company, LLC",0001581617,,2008-11-01,2014-08-27,MA,BOSTON,2834,no_ticker,,,,,,,,,,,,,,,,
"RHYTHM PHARMACEUTICALS, INC.",0001649904,RYTM,2013-02-01,2017-09-05,MA,BOSTON,2834,trading,104.66,6984595968,NGM,,,,3040,2017-10-09,24.57,2026-02-04,104.66,2025-12-11,117.62,378.7,3.12,326.0
"Rib-X Pharmaceuticals, Inc.",0001164994,,2000-10-01,2011-11-25,CT,NEW HAVEN,2834,no_ticker,,,,,,,,,,,,,,,,
"Rich Pharmaceuticals, Inc.",0001504389,,2010-08-09,2011-04-25,CA,LOS ANGELES,2834,no_ticker,,,,,,,,,,,,,,,,
Roivant Sciences Ltd.,0001635088,ROIV,2014-04-01,2021-10-29,,LONDON,2834,trading,21.53,14973934592,NMS,,,,1884,2020-12-08,10.4,2026-02-04,21.53,2026-01-14,23.81,128.9,2.81,107.0
RVL Pharmaceuticals plc,0001739426,,2005-01-01,2018-09-14,NJ,BRIDGEWATER,2834,no_ticker,,,,,,,,,,,,,,,,
"S1 Biopharma, Inc.",0001613723,,2010-10-01,2014-10-01,NY,NEW YORK,2834,no_ticker,,,,,,,,,,,,,,,,
"Sage Therapeutics, Inc.",0001597553,,2010-04-01,2014-06-17,MA,CAMBRIDGE,2834,no_ticker,,,,,,,,,,,,,,,,
"Sagent Pharmaceuticals, Inc.",0001369786,,2006-01-01,2010-12-06,IL,SCHAUMBURG,2834,no_ticker,,,,,,,,,,,,,,,,
"Salarius Pharmaceuticals, Inc.",0001615219,DCOY,2014-02-01,2014-12-29,TX,HOUSTON,2834,trading,0.6801,4341879,NCM,,,,4024,2015-01-29,1121250.0,2026-02-04,0.68,2015-04-21,1812750.0,61.7,0.54,-100.0
SALMEDIX INC,0001133181,,2000-11-01,2004-04-23,CA,SAN DIEGO,2834,no_ticker,,,,,,,,,,,,,,,,
"SANCILIO PHARMACEUTICALS COMPANY, INC.",0001641908,,2006-01-01,2015-08-31,FL,RIVIERA BEACH,2834,no_ticker,,,,,,,,,,,,,,,,
"Schrodinger, Inc.",0001490978,SDGR,2014-01-01,2020-01-10,NY,NEW YORK,2834,trading,13.145,968322560,NMS,,,,2190,2020-02-06,28.64,2026-02-04,13.15,2021-03-01,113.09,294.9,13.15,-54.1
Scopus BioPharma Inc.,0001772028,SCPS,2017-04-18,2019-06-18,NY,NEW YORK,2834,trading,0.0004,16833,PNK,,,,1875,2020-12-16,5.92,2026-02-03,0.0,2020-12-17,33.96,473.6,0.0,-100.0
"Scorpius Holdings, Inc.",0001476963,SCPX,2008-06-01,2013-05-06,TX,SAN ANTONIO,2834,trading,0.0009,55028,PNK,,,,4577,2013-07-24,132233.28,2026-02-03,0.0,2013-10-02,201735.2,52.6,0.0,-100.0
scPharmaceuticals Inc.,0001604950,SCPH,2013-01-01,2017-10-23,MA,BURLINGTON,2834,never_traded,,,,,,,,,,,,,,,,
"SELLAS Life Sciences Group, Inc.",0001390478,SLS,2012-01-01,2018-05-23,NY,NEW YORK,2834,trading,3.915,666654144,NCM,,,,6538,2008-03-12,315300.0,2026-02-04,3.91,2008-03-13,408000.0,29.4,0.51,-100.0
"Semnur Pharmaceuticals, Inc.",0001913577,SMNR,2021-01-01,2022-03-01,CA,PALO ALTO,2834,trading,8.0,1837927808,PNK,,,,133,2025-09-23,20.0,2026-02-03,8.0,2025-12-29,23.0,15.0,8.0,-60.0
"Septerna, Inc.",0001984086,SEPN,2019-12-01,2024-10-02,CA,SOUTH SAN FRANCISCO,2834,trading,24.86,1113086464,NGM,,,,467,2024-10-25,21.4,2026-02-04,24.86,2025-12-19,29.58,38.2,5.02,16.2
"Seres Therapeutics, Inc.",0001609809,MCRB,2010-01-01,2015-05-27,MA,CAMBRIDGE,2834,trading,13.28,120137768,NMS,,,,3876,2015-06-26,1028.0,2026-02-04,13.28,2015-06-26,1028.0,0.0,6.77,-98.7
"Serina Therapeutics, Inc.",0001708599,SER,2017-01-01,2024-05-03,AL,HUNTSVILLE,2834,trading,2.68,28905312,ASE,,,,2624,2018-11-29,96.79,2026-02-04,2.68,2018-12-03,196.43,103.0,1.91,-97.2
"Shattuck Labs, Inc.",0001680367,STTK,2016-01-01,2020-09-18,TX,AUSTIN,2834,trading,3.77,238565008,NMS,,,,1944,2020-10-09,19.35,2026-02-04,3.77,2020-12-24,57.61,197.7,0.73,-80.5
"Shengtai Pharmaceutical, Inc.",0001295079,,2004-03-01,2007-06-29,F4,"SHANDONG,",2834,no_ticker,,,,,,,,,,,,,,,,
"Shuttle Pharmaceuticals Holdings, Inc.",0001757499,SHPH,2012-12-01,2022-06-03,MD,GAITHERSBURG,2834,trading,1.65,3174238,NCM,,,,1253,2022-08-31,7696.0,2026-02-04,1.66,2022-09-01,10480.0,36.2,1.33,-100.0
"Shuttle Pharmaceuticals, Inc.",0001685462,,2012-12-01,2016-12-09,MD,ROCKVILLE,2834,no_ticker,,,,,,,,,,,,,,,,
"Sierra Oncology, Inc.",0001290149,,2003-05-01,2015-06-12,CA,SAN MATEO,2834,no_ticker,,,,,,,,,,,,,,,,
"Sigilon Therapeutics, Inc.",0001821323,,2015-05-01,2020-11-13,MA,CAMBRIDGE,2834,no_ticker,,,,,,,,,,,,,,,,
"SignPath Pharma, Inc.",0001455694,,2006-05-15,2009-04-07,UT,SANDY,2834,no_ticker,,,,,,,,,,,,,,,,
"Silo Pharma, Inc.",0001514183,SILO,2004-01-01,2011-03-30,FL,SARASOTA,2834,trading,0.3253,4332434,NCM,,,,1853,2021-01-08,17.5,2026-02-04,0.33,2021-02-12,20.5,17.1,0.17,-98.1
Sio Gene Therapies Inc.,0001636050,,2014-10-01,2015-05-11,NY,NEW YORK,2834,no_ticker,,,,,,,,,,,,,,,,
"Sionna Therapeutics, Inc.",0002036042,SION,2019-08-01,2025-01-17,MA,WALTHAM,2834,trading,43.7066,1950572544,NGM,,,,362,2025-02-07,25.0,2026-02-04,43.71,2026-02-03,44.48,77.9,7.66,74.8
"Sirtris Pharmaceuticals, Inc.",0001388775,,2004-01-01,2007-03-01,MA,CAMBRIDGE,2834,no_ticker,,,,,,,,,,,,,,,,
"Skye Bioscience, Inc.",0001516551,SKYE,2011-03-16,2013-01-30,CA,SAN DIEGO,2834,trading,0.9205,29508892,NGM,,,,4047,2015-01-06,1937.5,2026-02-04,0.92,2015-01-06,1937.5,0.0,0.73,-100.0
"Societal CDMO, Inc.",0001588972,,2002-01-01,2013-10-24,PA,EXTON,2834,no_ticker,,,,,,,,,,,,,,,,
"Sonnet BioTherapeutics Holdings, Inc.",0001106838,,2011-09-30,2011-12-02,NJ,PRINCETON,2834,no_ticker,,,,,,,,,,,,,,,,
SOPHIRIS BIO INC.,0001563855,,2002-01-01,2013-02-15,CA,LA JOLLA,2834,no_ticker,,,,,,,,,,,,,,,,
"Spero Therapeutics, Inc.",0001701108,SPRO,2013-01-01,2017-10-06,MA,CAMBRIDGE,2834,trading,2.21,124509848,NMS,,,,3016,2017-11-02,11.5,2026-02-04,2.21,2020-12-28,22.07,91.9,0.56,-80.8
"SPRUCE BIOSCIENCES, INC.",0001683553,SPRB,2016-04-01,2020-09-18,CA,SOUTH SAN FRANCISCO,2834,trading,79.2184,84793000,NCM,,,,1944,2020-10-09,95625.0,2026-02-04,79.22,2020-11-27,182362.5,90.7,7.0,-99.9
Squarex Pharmaceutical Corp,0001864607,,2012-06-01,2023-01-17,MN,SAINT PAUL,2834,no_ticker,,,,,,,,,,,,,,,,
"Statera Biopharma, Inc.",0001318641,,2003-06-01,2015-04-10,CO,FORT COLLINS,2834,no_ticker,,,,,,,,,,,,,,,,
SteadyMed Ltd.,0001619087,,2003-01-01,2015-02-06,L3,REHOVOT,2834,no_ticker,,,,,,,,,,,,,,,,
"Stoke Therapeutics, Inc.",0001623526,STOK,2014-06-01,2019-05-23,MA,BEDFORD,2834,trading,32.015,1828605568,NMS,,,,2422,2019-06-19,25.57,2026-02-04,32.01,2021-01-19,69.81,173.0,3.37,25.2
Structure Therapeutics Inc.,0001888886,GPCR,2021-02-01,2023-01-12,CA,SOUTH SAN FRANCISCO,2834,trading,81.87,5783229440,NGM,,,,1097,2023-02-03,26.0,2026-02-04,81.87,2026-01-21,93.79,260.7,14.15,214.9
Sunset Island Group,0001689066,,2005-09-29,2016-11-16,CA,SALINAS,2834,no_ticker,,,,,,,,,,,,,,,,
SYBLEU Inc,0001818674,,2020-06-12,2020-08-17,NY,BRONX,2834,no_ticker,,,,,,,,,,,,,,,,
"SYNLOGIC, INC.",0001527599,SYBX,2007-12-01,2015-08-24,MA,WINCHESTER,2834,trading,0.635,7428813,PNK,,,,3780,2015-09-30,735.0,2026-02-04,0.63,2015-12-17,990.15,34.7,0.56,-99.9
"Synthorx, Inc.",0001609727,,2014-01-01,2018-11-13,CA,LA JOLLA,2834,no_ticker,,,,,,,,,,,,,,,,
"Syros Pharmaceuticals, Inc.",0001556263,,2011-11-01,2016-06-03,MA,CAMBRIDGE,2834,no_ticker,,,,,,,,,,,,,,,,
"Talon Therapeutics, Inc.",0001140028,,2002-01-01,2009-11-03,CA,SAN MATEO,2834,no_ticker,,,,,,,,,,,,,,,,
"TALPHERA, INC.",0001427925,TLPH,2005-01-01,2010-11-12,CA,SAN MATEO,2834,trading,0.855,39851224,NCM,,,,5472,2011-02-11,91.0,2026-02-04,0.86,2013-07-22,262.4,188.4,0.39,-99.1
"Tango Therapeutics, Inc.",0001819133,TNGX,2020-05-01,2020-07-30,MA,BOSTON,2834,trading,11.97,1612084736,NGM,,,,1980,2020-09-03,10.23,2026-02-04,11.97,2021-09-17,17.3,69.1,1.1,17.0
Targanta Therapeutics Corp.,0001398161,,2005-12-06,2007-05-11,MA,CAMBRIDGE,2834,no_ticker,,,,,,,,,,,,,,,,
"Telomir Pharmaceuticals, Inc.",0001971532,TELO,2021-08-01,2023-11-14,FL,MIAMI,2834,trading,1.14,39194308,NCM,,,,726,2024-02-09,5.0,2026-02-04,1.14,2024-02-14,11.9,138.0,1.13,-77.2
"Tempest Therapeutics, Inc.",0001544227,TPST,2011-04-01,2012-08-29,CA,BRISBANE,2834,trading,2.35,11578830,NCM,,,,4832,2012-11-12,21937.5,2026-02-04,2.35,2015-03-24,156370.5,612.8,2.35,-100.0
TERCICA INC,0001262175,,2001-12-01,2003-09-12,CA,BRISBANE,2834,no_ticker,,,,,,,,,,,,,,,,
"Terns Pharmaceuticals, Inc.",0001831363,TERN,2017-01-01,2021-01-15,CA,FOSTER CITY,2834,trading,37.97,4129893632,NMS,,,,1825,2021-02-05,18.39,2026-02-04,37.97,2025-12-11,47.09,156.1,1.5,106.5
"TESARO, Inc.",0001491576,,2010-03-01,2012-03-23,MA,WALTHAM,2834,no_ticker,,,,,,,,,,,,,,,,
TETRALOGIC PHARMACEUTICALS Corp,0001361248,,2001-07-01,2013-10-18,NY,PAOLI,2834,no_ticker,,,,,,,,,,,,,,,,
"TFF Pharmaceuticals, Inc.",0001733413,,2018-01-01,2019-08-20,TX,AUSTIN,2834,no_ticker,,,,,,,,,,,,,,,,
THAR PHARMACEUTICALS INC,0001428369,,2006-01-01,2016-08-19,PA,PITTSBURGH,2834,no_ticker,,,,,,,,,,,,,,,,
"Tharimmune, Inc.",0001861657,THAR,2017-03-28,2021-09-27,NJ,BRIDGEWATER,2834,trading,4.86,192115072,NCM,,,,1484,2022-01-12,1305.0,2026-02-04,4.86,2022-02-02,1537.5,17.8,1.05,-99.6
"THAT MARKETING SOLUTION, INC.",0001557796,,2012-08-02,2012-11-07,UT,SALT LAKE CITY,2834,no_ticker,,,,,,,,,,,,,,,,
"THERALINK TECHNOLOGIES, INC.",0001362703,THER,2005-03-18,2015-11-20,LA,BATON ROUGE,2834,trading,0.0001,615149,PNK,,,,5787,2010-04-01,6963.59,2026-02-03,0.0,2011-02-07,44915.18,545.0,0.0,-100.0
"TherapeuticsMD, Inc.",0000025743,TXMD,2012-02-29,2012-11-27,FL,BOCA RATON,2834,trading,2.35,27199752,NMS,,,,6846,2007-05-09,4166.67,2026-02-04,2.35,2010-02-02,8000.0,92.0,0.73,-99.9
"Theriva Biologics, Inc.",0000894158,TOVX,2001-01-01,2012-12-13,MD,ROCKVILLE,2834,trading,0.1786,6373939,ASE,,,,6988,2006-12-18,105000.0,2026-02-04,0.18,2007-01-09,197137.5,87.8,0.18,-100.0
"Theseus Pharmaceuticals, Inc.",0001745020,,2017-12-01,2021-09-15,MA,CAMBRIDGE,2834,no_ticker,,,,,,,,,,,,,,,,
"Third Harmonic Bio, Inc.",0001923840,,2019-01-01,2022-08-23,CA,SAN FRANCISCO,2834,no_ticker,,,,,,,,,,,,,,,,
"TIANYIN PHARMACEUTICAL CO., INC.",0001362718,,2007-01-26,2008-02-15,F4,"CHENGDU, P.R.",2834,no_ticker,,,,,,,,,,,,,,,,
"TIBET PHARMACEUTICALS, INC.",0001489077,,2000-01-01,2010-05-14,K3,WANCHAI,2834,no_ticker,,,,,,,,,,,,,,,,
"Tobira Therapeutics, Inc.",0001311596,,2010-01-01,2013-04-29,CA,SOUTH SAN FRANCISCO,2834,no_ticker,,,,,,,,,,,,,,,,
